Station Code,Location,State,Temp,D.O. (mg/l),B.O.D. (mg/l),PH,Conductivity (µmhos/cm),TDS,Nitrate + Nitrite (mg/l),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Year
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",TAMIL NADU,24,7.4,1.2,7.6,104,83.2,0.09,,,2011
1885,RIVER GHAGGAR AT D/S OF SURAJPUR,HARYANA,,6.9,3.4,7.8,440,264,1.21,,,2011
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,24.8,5.8,8.5,7.2,732,585.6,3.83,1089,4838,2011
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,24,5.6,15.3,7.4,1322,793.2,15,16750,41500,2011
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,25,5.4,10,7.3,809,566.3,4.2,4278,8975,2011
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,23.3,5.7,14.3,7.3,1103,772.1,13.75,20250,52500,2011
1698,GHAGGAR AT D/S CHHATBIR,PUNJAB,25.8,5.7,24,7.5,906,543.6,14.18,7863,17625,2011
1699,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,25.8,3.5,20,7.4,1064,851.2,13.2,8000,14500,2011
1700,"GHAGGAR AT D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,25.8,3.2,27.3,7.6,1197,957.6,19.2,20250,40250,2011
1701,GHAGGAR AT D/S JHARMAL NADI,PUNJAB,26,4.7,32.8,7.3,1383,829.8,16.4,14388,42875,2011
1702,GHAGGAR AT U/S JHARMAL NADI,PUNJAB,26,4.8,16,7.4,1063,637.8,5.03,3138,8025,2011
1703,"GHAGGAR AT MOONAK, PUNJAB",PUNJAB,24.4,5.3,18.3,7.5,1532,1225.6,15.8,27000,63500,2011
1704,GHAGGAR AT D/S SARDULGARH,PUNJAB,23.4,5.6,34.5,7.5,1269,1015.2,12.15,22000,60000,2011
1705,GHAGGAR AT U/S SARDULGARH,PUNJAB,24.3,5.4,22,7.4,1194,835.8,8.3,10000,35000,2011
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",HARYANA,17.7,6.1,14.7,6.8,780,468,,,,2011
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",HARYANA,17,6.1,14.7,6.8,773,541.1,,,,2011
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),HARYANA,17.3,6,15.3,7,820,492,,,,2011
1718,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",RAJASTHAN,28,4.8,3.2,7.9,650,455,0.68,6,62,2011
1719,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR",RAJASTHAN,32,5,2.8,7.3,390,273,0.14,4,20,2011
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,21.4,8.3,1,7.6,334,267.2,0.49,9,16,2011
2624,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,22.3,8.2,1.2,7.7,316,221.2,0.48,11,20,2011
1884,KALA AMB D/S MARKANDA RIVER,HARYANA,18.3,3.1,195.4,7.8,1261,756.6,4.78,,,2011
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,22.8,8.3,1.2,7.6,304,243.2,0.51,12,20,2011
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH,21.8,5.5,7.6,7.6,743,594.4,1.02,81,166,2011
2948,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",RAJASTHAN,26.9,5.1,1.7,7.8,657,459.9,0.26,6,23,2011
2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",RAJASTHAN,27.3,5.3,1.7,7.8,623,498.4,,,,2011
2869,BARAK RIVER AT SENAPATI ,MANIPUR,19,8.7,4.9,7.1,252,151.2,,,10,2011
2875,"BARAK RIVER AT N.H. 53, TAMENGLONG DISTT., MANIPUR",MANIPUR,26,5.1,1,7.2,17,13.6,,,10,2011
2868,CHAKPI AT CHAKPI KARONG ,MANIPUR,19,10,0.6,7.4,157,94.2,,,5,2011
1424,"IMPHAL AT MAHABALI, MANIPUR",MANIPUR,21.8,5.9,1.6,7,164,131.2,,,74,2011
1457,"IMPHAL AT KOIRENGEI, MANIPUR",MANIPUR,22.3,6.1,1.4,7.3,141,98.7,,,63,2011
1627,"IMPHAL AT KIYAMGI, MANIPUR",MANIPUR,22.3,5.6,1.4,7.1,427,298.9,,,175,2011
1628,IMPHAL AT MINUTHONG,MANIPUR,22.3,4.7,1.9,7,527,368.9,,,42,2011
2861,"IMPHAL AT KANGLA MOAT, IMPHAL ",MANIPUR,23,5.5,4.5,8.6,116,69.6,,,113,2011
2862,"IMPHAL AT SAMUROU, IMPHAL WEST",MANIPUR,23,6.8,1.5,6.8,160,112,,,23,2011
2864,"IMPHAL AT SEKMAI, IMPHAL EAST",MANIPUR,23,7,1,7.4,47,28.2,,,5,2011
2874,IRANG RIVER AT TAMENGLONG,MANIPUR,23,7.3,1.2,7.8,116,69.6,,,10,2011
1458,"IRIL AT PORAMPET, MANIPUR",MANIPUR,22,5.5,1.2,7.3,179,125.3,,,75,2011
1624,"IRIL AT LILONG, MANIPUR",MANIPUR,22.3,4.7,1.6,7.4,220,154,,,140,2011
2863,"IRIL RIVER AT KANGLA SIPHAI, IMPHAL EAST, MANIPUR",MANIPUR,27,4.9,1.2,7,180,126,,,10,2011
2873,IRIL RIVER AT LILONG (THOUBAL ),MANIPUR,30,5.8,6.2,7.8,367,220.2,,,95,2011
1925,KHUGA RIVER (CHURACHANDPUR),MANIPUR,23,5.8,1,7.4,249,174.3,,,37,2011
2877,"KHUGA DAM ON KHUGA RIVER, CHURACHANDPUR, MANIPUR",MANIPUR,23,6.2,2.1,6.9,182,109.2,,,8,2011
1926,"KHUJAIROK, MOREH (CHANDEL DIST.)",MANIPUR,22.7,5.5,1.2,7.7,356,284.8,,,202,2011
2878,"LOKCHAO RIVER AT BISHNUPUR, MANIPUR",MANIPUR,23,5.1,2.3,6.9,190,152,,,33,2011
2867,"MAHA RIVER AT CHANDEL, MANIPUR",MANIPUR,23.5,5.2,2.8,7.1,164,114.8,,,20,2011
2852,"MANIPUR RIVER AT SEKMAIJAN, DISTT. THOUBAL, MANIPUR",MANIPUR,23,4.6,2.8,7,188,112.8,,,18,2011
2879,MANIPUR RIVER AT ETHAI BARRAGE ON MANIPUR RIVER AT BISHNUPUR,MANIPUR,23.5,5.6,1.9,6.6,165,115.5,,,23,2011
1625,NAMBUL RIVER AT HUMP BRIDGE,MANIPUR,23,1.9,15.3,6.8,484,290.4,,,1075,2011
1626,"NAMBUL RIVER AT HEIRANGOITHONG, MANIPUR",MANIPUR,23,2.5,16.7,7.1,424,296.8,,,682,2011
2858,"NAMBUL RIVER AT SAMUSANG (U.K. ROAD), DISTT. IMPHAL WEST",MANIPUR,22.5,5.5,2.8,6.9,118,70.8,,,10,2011
2859,"NAMBUL RIVER AT SINGDA DAM, IMPHAL WEST, MANIPUR",MANIPUR,23,6,4.2,7,100,80,,,10,2011
2860,"NAMBUL RIVER AT NAOREMTHONG, IMPHAL WEST, MANIPUR",MANIPUR,22.5,4.9,3.6,6.9,93,65.1,,,25,2011
2880,"NAMBUL RIVER AT  BISHNUPUR, MANIPUR",MANIPUR,20,4.8,2.8,7,167.1,116.97,,,,2011
1927,"SEKMAI RIVER, KAKCHING (THOUBAL DIST.)",MANIPUR,22.7,5.4,1.1,7.2,211,168.8,,,78,2011
2853,"THOUBAL RIVER AT MAPITHEL DAM, DISTT. THOUBAL, MANIPUR",MANIPUR,26,6,1.1,7.5,231,161.7,,,10,2011
2854,"THOUBAL RIVER AT PHADOM, DISTT. THOUBAL, MANIPUR",MANIPUR,19,5.6,4.4,7.1,319,223.3,,,15,2011
2856,"THOUBAL RIVER AT YAIRIPOK, DISTT. THOUBAL, MANIPUR",MANIPUR,22.5,5.7,2.3,6.9,261,208.8,,,53,2011
2870,"THOUBAL RIVER AT SONGKHONG, (UKL DIST.)",MANIPUR,18.9,9.9,1,7.1,163,130.4,,,35,2011
2872,THOUBAL RIVER AT LITAN (UKL DIST.),MANIPUR,21,6.1,4.5,7.6,163,130.4,,,25,2011
2855,"WANGJING RIVER AT HEIROK, DISTT. THOUBAL, MANIPUR",MANIPUR,22.5,5.1,2.5,6.9,170,102,,,10,2011
2876,"WANGJING RIVER AT WANGJING, DISTT. THOUBAL, MANIPUR",MANIPUR,23,3.8,3,7,192,153.6,,,23,2011
1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,24.4,7.8,1.9,7.2,139,111.2,0.56,263,359,2011
1428,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,21.8,6.5,6.1,3.1,489,293.4,0.52,32,47,2011
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,20.8,7.3,2.2,7,162,113.4,0.69,2085,2633,2011
1633,SIMSANG RIVER WILLIAMNAGAR,MEGHALAYA,25.2,7.8,1.9,7.1,136,108.8,0.52,303,409,2011
1427,UMTREW AT BYRNIHAT EAST,MEGHALAYA,24,7.7,7,7.1,205,143.5,0.84,303,461,2011
2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,23.4,8.1,1,7.1,267,186.9,0.11,2,12,2011
2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,23.4,8,1.1,7,278,222.4,0.11,3,18,2011
2052,TUIRIAL UPPER CATCHMENT,MIZORAM,23.2,6.9,1.1,7.2,268,214.4,0.11,6,37,2011
2053,TUIRIAL LOWER CATCHMENT,MIZORAM,23.3,6.8,1.3,7.1,286,171.6,0.11,8,29,2011
1403,GUMTI AT U/S SOUTH TRIPURA,TRIPURA,28.4,6.6,1.8,7.8,149,104.3,,209,340,2011
1404,GUMTI AT D/S SOUTH TRIPURA,TRIPURA,28.6,6.3,3.4,8,164,131.2,0.3,380,528,2011
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,28.5,6.6,4.4,7.9,196,117.6,0.8,425,648,2011
2459,"DAMANGANGA AT ZARI CAUSE WAY BRIDGE, DAMAN ",DAMAN & DIU,29.9,5.6,25,7.5,15608,10925.6,18.73,5,5,2010
2460,DAMANGANGA AT DISCHARG POINT DISTILLARY,DAMAN & DIU,29.9,3.7,13.5,7.5,39503,31602.4,25.71,,,2010
2461,"DAMANGANGA AT DAMAN JETTY, MOTI DAMAN",DAMAN & DIU,29.8,4.7,21.5,7.6,46170,27702,19.69,,,2010
2462,"DAMANGANGA AT VAPI WEIR, VAPI",DAMAN & DIU,30.2,5.8,,7.8,378,264.6,2.61,,,2010
2463,"DAMANGANGA AT LAVACHA TEMPLE, DADRA",DAMAN & DIU,29.7,6.6,,7.7,489,293.4,2.66,350,350,2010
2464,"DAMANGANGA at D/s of M/s Surat Beverages, Dadra",DAMAN & DIU,30.1,6.6,,7.4,492,393.6,3.6,,,2010
2465,"DAMANGANGA AT NAROLI BRIDGE, SILVASSA",DAMAN & DIU,30.3,6.2,,7.8,359,251.3,3.67,4,,2010
2466,"DAMANGANGA AT VILLAGE NAMDHA, VAPI",DAMAN & DIU,29.8,5.8,,7.7,8757,6129.9,10.45,4,4,2010
1860,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT,26,5.1,3.7,8.1,533,373.1,0.45,3900,7500,2010
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,GUJARAT,27,7.1,2,8,555,333,0.35,7500,15000,2010
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,GUJARAT,27,6.8,3.1,8.2,26600,21280,0.62,9000,23000,2010
1865,RIVER DHADAR AT KOTHADA,GUJARAT,29.3,8.1,8.6,7.6,938,656.6,0.4,22,108,2010
1148,"AMBIKA AT BILIMORA, ",GUJARAT,28.4,6.2,2.7,7.8,7778,4666.8,0.26,2880,6581,2010
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,",GUJARAT,32,,46,7.2,1440,864,0.2,80,330,2010
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, ",GUJARAT,28.3,3.2,6.3,7.7,885,619.5,0.51,3900,9575,2010
1399,ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS,,29.3,6.6,1.8,6.5,58,46.4,0.87,0,53,2010
1475,ZUARI AT PANCHAWADI,,28.8,6.6,1.5,6.6,145,116,0.65,4,98,2010
1400,MANDOVI AT NEGHBOURHOOD OF PANAJI,,29,6.3,1.8,6.6,55,38.5,0.36,8,140,2010
1476,"MANDOVI AT TONCA, MARCELA",,28.8,6.4,2,6.4,188,131.6,0.44,15,153,2010
1543,KALNA AT CHANDELNAN PERNEM,,27.3,6.9,1.7,6.2,61,42.7,1.07,7,117,2010
1548,ASSONORA AT ASSONORA,,28.3,7.2,2.6,6.1,62,43.4,0.92,8,123,2010
2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",,29,6.9,1.9,6.6,154,92.4,0.83,17,173,2010
2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",,27.6,7,1.6,6.3,742,519.4,0.42,8,139,2010
1546,KHANDEPAR AT OPA NAN PONDA,,28.8,7.6,1.1,6.2,62,43.4,0.38,12,160,2010
2270,"KHANDEPAR AT CODLI NR BDG,U/S OPA WATERWORKS, SANGUEM",,28.3,7.1,1.4,6.2,69,41.4,0.56,7,141,2010
2272,"KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",,27.8,6.8,1.9,6,93,55.8,0.75,9,136,2010
1545,MADAI AT DABOS NAN  VALPOI,,28.5,7.1,1.4,6.2,89,62.3,0.68,6,119,2010
2274,MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,,28.1,6.3,1.5,6.2,110,88,0.59,8,157,2010
2271,"SAL PAZORKHONI, CUNCOLIM (NR CULVERT MARGAONAN CANACONA N.H.)",,29,6.2,1.8,7,77,61.6,0.46,11,173,2010
2273,"SAL NEAR HOTEL LEELA MOBOR, CAVELOSSIM",,29.5,6.2,1.7,6.8,67,46.9,0.61,8,145,2010
1547,TALPONA AT CANACONA,,30.2,6.9,1.4,6.5,62,49.6,0.6,10,107,2010
1544,VALVANT AT SANKLINANBICHOLIM,,28.3,6.7,0.9,6.2,62,49.6,0.57,8,187,2010
2651,"AMBA AT D/S OF WAKEN BDG U/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",,28.7,6.8,3.5,7.9,119,95.2,0.58,286,517,2010
1461,BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS),,26,7,3.2,7.7,88,61.6,0.13,8,17,2010
2653,"BHATSA AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",,,6.9,3.4,7.3,70,56,0.19,,,2010
2654,"BHATSA AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",,,7.4,3,7.2,77,46.2,0.23,,,2010
1092,KALU AT ATALE VILLAGE,,24,7,4,7.4,3113,1867.8,2.16,95,350,2010
2670,"KAN NEAR SAKRI WATER WORKS, SAKRI, DHULE",,32.1,5.5,8.4,8.1,363,217.8,2.15,16,69,2010
1152,KUNDALIKA AT ROHA CITY,,30.3,6.9,3.6,7.5,86,68.8,0.4,316,582,2010
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),,30.1,6.4,37.8,7.4,621,372.6,1.79,413,728,2010
2671,"KUNDALIKA NEAR SALAV BDG (SALINA ZONE), SALAV, ROHA, RAIGAD",,28.8,5.2,9.5,7.9,42354,29647.8,1.1,126,253,2010
2672,"KUNDALIKA  AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD",,28.7,6.9,3.5,7.4,73,43.8,0.27,482,659,2010
2168,MITHI RIVER,,29,3.4,31.5,7.4,17842,14273.6,3.32,1767,1767,2010
2676,"MUCHKUNDI AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNAGIRI",,28.5,7.4,2.2,8.1,254,177.8,0.15,3,75,2010
1151,PATALGANGA AT SHILPHATA,,27.7,6.7,3.7,7.4,125,87.5,0.4,514,820,2010
1462,PATALGANGA NEAR INTAKE OF MIDC W/W,,28.6,6.6,3.9,7.5,129,90.3,0.4,129,381,2010
2685,"PATALGANGA AT D/S OF KHARPADA BDG, KHARPADA, KHALAPUR, RAIGAD",,27.1,6.1,5.1,7.3,515,309,2.02,82,212,2010
2686,"PATALGANGA AT VYAL PUMP HOUSE, VYAL, KHALAPUR, RAIGAD",,27.1,6.6,3.6,7.4,122,97.6,0.46,172,361,2010
2687,"PATALGANGA AT KHALAPUR PUMPING STATION, RAIGAD",,27,6.5,3.8,7.3,131,104.8,0.79,108,261,2010
2688,"PATALGANGA AT SAVROLI BDG, KHALAPUR. RAIGAD",,26.8,6.7,3.4,7.3,130,78,0.57,133,318,2010
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, KHALAPUR, RAIGAD",,26.8,6.6,3.7,7.4,95,66.5,0.53,147,217,2010
2696,"PEHLAR DAM ON PEHLAR RIVERNANINLET OF WATER WORKS, VASAI, THANE",,26.4,6.8,3.6,7.7,143,85.8,0.43,38,109,2010
2199,SAVITRI AT OVALE VILLAGE.,,22.1,6.3,2.9,7.5,10825,7577.5,1.93,5,101,2010
2701,"SAVITRI JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",,22.3,7.1,2.2,7.4,185,148,0.63,4,80,2010
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",,22,6.7,2.5,7.5,1439,863.4,1.47,4,113,2010
2703,"SAVITRI AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",,22,6.6,2.4,7.5,185,129.5,0.3,6,113,2010
2704,"SAVITRI AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",,22,6.7,2.4,7.8,3521,2112.6,1.02,3,90,2010
2706,"SURYA U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",,28.2,7.1,3.1,7.7,193,115.8,0.53,41,92,2010
2707,"SURYA AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",,28.2,7.1,3.1,7.9,175,140,0.47,31,86,2010
2708,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",,28.3,7.1,3.3,7.8,174,104.4,0.44,33,83,2010
2709,"TANSA NEAR ROAD BDG, VILL DAKEWALI, WADA, THANE",,,7.2,4,7.5,308,246.4,0.15,,,2010
1093,ULHAS AT U/S OF NRC BUND AT MOHANE,,26.3,6.4,3.6,7.7,153,107.1,0.77,504,592,2010
1094,ULHAS AT U/S OF BADLAPUR,,26.1,7,3.4,7.7,111,66.6,0.42,179,359,2010
2162,ULHAS RIVER ATJAMBHUL WATER WORKS.,,26,6.6,3.4,7.6,209,146.3,0.68,97,243,2010
2712,"VAITARNA NR RD BDG, GANDHARE VILL., WADA, THANE",,,7.5,3.5,8.2,296,207.2,0.14,,,2010
2164,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,,27.6,6.9,2.2,7.5,119,95.2,0.42,2,71,2010
2713,"VASHISHTI AT D/S OF THREE M PAPER MILLS NR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",,27.6,6.8,2.3,7.7,116,81.2,1.33,3,74,2010
2714,"VASHISHTI AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",,27.3,7,2.1,7.7,118,94.4,0.5,3,64,2010
17,PERIYAR NEAR ALWAYENANELOOR,,27.4,5.2,1.5,6.6,453,317.1,0.38,644,4613,2010
18,PERIYAR AT KALADY,,27.3,7.2,1.1,6.8,35,21,0.24,513,3483,2010
20,CHALIYAR AT KOOLIMADU,,26,7,0.5,7.1,62,49.6,0.44,385,617,2010
21,CHALIYAR AT CHUNGAPALLY,,26.2,7,0.6,7.1,5228,4182.4,0.34,240,455,2010
42,"KALLADA AT PERUMTHOTTA MKADAVU, PUNALOOR",,27.5,7.2,0.6,7,51,30.6,0.26,285,522,2010
43,MUVATTAPUZHA AT VETTIKKATTUMUKKU,,28.1,6.7,1.2,6.9,62,37.2,0.46,385,2193,2010
1154,CHALAKUDY AT PULICKALKANANDAVU,,28.2,6.5,1.1,6.5,118,70.8,0.52,610,3080,2010
1155,KARAMANA AT MOONNATTUMUKKU,,27.6,0.6,14.1,7,1787,1250.9,1.49,8542,17500,2010
1156,PAMBA AT CHENGANNUR,,28,6.6,0.9,6.8,49,39.2,0.56,448,913,2010
1207,KABBANI AT MUTHANKARA,,24.3,6.8,0.6,7.3,67,53.6,0.4,598,935,2010
1208,BHAVANI AT ELACHIVAZHY,,25.8,7.3,0.6,7.4,104,83.2,0.44,245,430,2010
1338,PERIYAR AT SEWAGE DISCHARGE POINT,,27.8,6.5,1.2,6.7,39,31.2,0.26,562,4823,2010
1339,MEENACHIL AT KIDANGOOR,,26.3,7.2,0.9,6.5,45,36,0.46,1225,1825,2010
1340,MANIMALA  AT KALLOOPARA,,28.5,7.4,0.9,6.9,65,52,0.56,575,1455,2010
1341,PAMBA AT THAKAZHY,,29.3,6.5,1,6.5,60,48,1.62,420,900,2010
1342,ACHENKOIL AT THUMPAMON,,27.6,6.6,0.9,6.9,57,34.2,0.37,319,650,2010
1384,MANIMALA AT THONDRA,,28.1,7.1,1,7,84,67.2,0.66,985,1485,2010
1442,VAMANAPURAM,,27.8,7.5,1.3,6.8,56,44.8,0.6,178,540,2010
1443,ACHENKOIL AT CHENNITHULA,,28.1,5.4,0.9,6.7,100,70,0.42,463,810,2010
1563,AMARAVILA,,26.6,7,0.7,6.9,66,52.8,0.45,465,900,2010
1564,AYUR,,27.8,7.1,0.6,6.9,75,45,0.73,300,583,2010
1565,PAMBA DOWN,,29.3,6.5,0.9,6.7,70,42,1.25,370,800,2010
1566,THIRURANGADY,,28,6.7,0.8,6.6,102,61.2,0.12,295,900,2010
1567,KUTTIYADY ESTATE,,23.8,7.1,0.6,6.8,27,18.9,0.22,86,198,2010
1568,VALAYAM,,26.3,6.9,0.5,7.1,46,32.2,0.33,225,373,2010
1569,THALIPARAMBA,,27.9,6.7,1,6.8,8291,4974.6,0.53,108,250,2010
1570,HOSDURG,,28.4,6.2,1.4,7,12342,9873.6,0.27,670,1600,2010
1571,"KAKKADAVU,  KERALA",,27.1,7.5,0.8,7.3,53,37.1,0.31,1253,2225,2010
1572,PADIYATHADKA,,28.5,7.6,1,7.3,62,43.4,0.63,1175,2180,2010
1573,IRUMPANAM,,28.1,2.2,2.3,6.4,625,375,1.29,1125,6505,2010
2284,R NEYYAR AT ARUVIPURAM,,26.4,7.4,0.7,6.7,55,44,0.51,281,1088,2010
2285,R MAMOM AT MAMOM BRIDGE,,27.1,7,0.7,6.8,103,82.4,0.43,225,640,2010
2286,R AYROOR AT AYROOR BRIDGE,,26.9,5.3,1.3,6.9,109,87.2,0.66,305,685,2010
2287,R ITHIKKARA AT ITHIKKARA,,28.6,6.3,0.7,7,1392,835.2,0.85,230,535,2010
2288,PALLICKAL AT NELLIMUKAL,,27.9,6.7,0.5,7,71,56.8,0.29,208,433,2010
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,,28.4,6,1.4,6.4,57,39.9,0.61,193,303,2010
2290,PUZHACKAL AT PUZHACKAL BRIDGE,,29,4.2,1.7,6.6,93,55.8,0.56,253,385,2010
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,,28.8,5.1,1.9,6.7,88,61.6,0.63,405,713,2010
2292,R THIRUR AT THALAKKADATHUR BRIDGE,,27.8,5.3,1.1,6.4,4912,2947.2,0.11,345,788,2010
2293,R KADALUNDI AT HAJIRAPPALLY,,28.5,6.9,0.9,7,84,50.4,0.08,300,803,2010
2294,R KALLAI AT KALLAI BRIDGE,,26,2.8,1.6,7.4,18256,14604.8,0.47,1050,2300,2010
2295,CORAPUZHA AT KANAYANKODE,,26.5,5.3,0.9,7.2,9753,7802.4,0.26,1600,2650,2010
2296,R THALLASSERY AT PATHIPPALAM,,28.4,6.5,0.4,5.8,67,40.2,0.54,123,520,2010
2297,ANCHARAKANDY AT MERUVAMBA,,28.1,6.9,0.6,6.1,86,68.8,0.49,73,183,2010
2298,R KUPPAM AT RAYAROM,,26.8,7,0.8,6.6,59,47.2,0.42,123,418,2010
2299,RAMAPURAM AT RAMAPURAM BRIDGE,,28.6,5.6,1,6.4,7904,6323.2,0.4,165,278,2010
2300,PERUVAMBA AT CHANDAPPURA,,28.1,6.8,0.5,6,55,44,0.25,590,910,2010
2301,R KAVVAI AT KUTTIYOL PALAM,,29,6,1,5.9,105,73.5,0.63,73,195,2010
2302,NEELASWARAM AT NAMBIARKAL DAM,,28.8,6.3,1.4,7,2759,1931.3,0.22,963,1400,2010
1448,NAGAVALLI AT THOTAPALLI REGULATOR,,28,6.5,1.1,7.6,312,218.4,2.41,3,354,2010
2352,"VAMSHADHARA, KALINGAPATNAM, VIZIANAGARAM",,27.4,6.4,1.1,7.7,203,121.8,3.34,3,357,2010
1444,KALI AT D/S WEST COAST PAPER MILL,,28.8,7.3,4.2,7.3,308,215.6,2.43,116,185,2010
1456,"RUSHIKULYA AT GANJAM D/S, ",,30.8,6.8,1.9,7.8,23761,16632.7,0.67,145,460,2010
1642,"NAGAVALLI AT JAYKAYPUR D/S, ",,28,7.5,2.1,8.1,228,136.8,0.4,3390,5850,2010
1643,"NAGAVALLI AT RAYAGADA D/S, ",,27.3,7.7,1.6,8.1,243,145.8,0.71,1930,4450,2010
2422,"PENTA U/S, JAYKAYPUR TOWN",,29,7.6,1.4,7.9,191,114.6,0.13,1188,1985,2010
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",,24.5,7.5,1.8,7.9,237,142.2,0.45,1225,2425,2010
2424,BUDHABALANGA AT BALASORE D/S,,24.8,7.4,1.9,7.7,865,605.5,0.3,1300,2675,2010
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",,25.3,6.7,1.2,6.9,132,105.6,0.32,953,1823,2010
2426,MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),,26.8,7.1,1.4,7.9,211,147.7,0.48,1065,2098,2010
2427,GUNUPUR (INTERSTATE BOUNDRY),,29,6.7,1.1,7.9,182,145.6,0.24,735,1510,2010
2442,GAUTAMINANGODAVARI RIVER,,29,7.4,2,8.8,434,347.2,0.05,,,2010
2443,GAUTAMINANGODAVARI RIVER,,28,6.4,2,8.3,565,339,0.05,,,2010
2444,CORINGA RIVER,,28,6.9,4,8.8,238,166.6,0.05,,,2010
2445,MAHE RIVER,,28,6.3,,6.6,425,297.5,,,,2010
1159,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM,,24.8,7.4,1.6,7,75,45,0.05,78,118,2010
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY",,27.2,7.2,1.8,6.8,70,49,0.09,78,148,2010
1161,"TAMBIRAPARANI AT TIRUNELVELI, COLLECTORATE.",,27.3,6.6,2.5,7,119,95.2,0.33,233,374,2010
